code,roadName,description,lat,lng,records,totalVolume,averageVolumePerRecord,weekdayVolume,weekendVolume,peakHour,peakHourVolume,weight
22009,Jurong West Ctrl 3,Boon Lay Int,1.33932334709184,103.70545701843297,44,3376973,76749.38636363637,2537679,839294,18,353263,1
46009,Woodlands Sq,Woodlands Int,1.436946,103.785936,43,3247789,75529.97674418605,2395324,852465,18,304690,1
75009,Tampines Ctrl 1,Tampines Int,1.35407552367477,103.94339098473914,45,2507698,55726.62222222222,1865773,641925,18,236484,1
52009,Lor 6 Toa Payoh,Toa Payoh Int,1.33202083385749,103.84692763524869,43,1720727,40016.90697674418,1276183,444544,18,158448,1
84009,Bedok Nth Dr,Bedok Int,1.32453874317344,103.92903818515839,42,1667271,39696.92857142857,1208947,458324,18,143466,1
59009,Yishun Ave 2,Yishun Int,1.4284,103.8360975,42,1619606,38562.04761904762,1172528,447078,18,168549,1
44009,Choa Chu Kang Loop,Choa Chu Kang Int,1.38586897797184,103.74578895932125,44,1317423,29941.43181818182,971325,346098,18,128029,1
54009,Ang Mo Kio Ave 8,Ang Mo Kio Int,1.36968769913339,103.84856716193268,42,1315310,31316.904761904763,964049,351261,18,119268,1
46101,Woodlands Crossing,W'lands Checkpt,1.44460832436456,103.76774882217022,42,1181550,28132.14285714286,815824,365726,10,80028,1
77009,Pasir Ris Dr 3,Pasir Ris Int,1.373696,103.94845,44,1137644,25855.545454545456,859258,278386,18,110702,1
43009,Bt Batok Ctrl,Bt Batok Int,1.34999354306126,103.75106190953444,42,1130421,26914.785714285714,862563,267858,18,120109,1
17171,C'wealth Ave West,Clementi Stn Exit A/Mall,1.315334,103.764861,42,1035363,24651.5,781522,253841,18,106269,1
46109,Woodlands Crossing,W'lands Checkpt,1.44694093553778,103.76925342517902,43,1011010,23511.86046511628,676167,334843,7,91311,1
65009,Punggol Pl,Punggol Int,1.40370629859822,103.90224337575333,43,900048,20931.3488372093,676273,223775,18,80591,1
28091,Boon Lay Way,Lakeside Stn,1.34425795644531,103.72012487725401,43,795668,18503.906976744187,610128,185540,7,91830,1
64009,Hougang Ctrl,Hougang Ctrl Int,1.37060695394614,103.89266808874676,42,790302,18816.714285714286,580508,209794,18,71120,1
17009,Clementi Ave 3,Clementi Int,1.31491572870629,103.76412225438476,42,782953,18641.738095238095,581994,200959,18,70186,1
46779,Woodlands Ave 7,Admiralty Stn,1.44071357576488,103.80070754495145,42,764892,18211.714285714286,593234,171658,7,80245,1
65191,TPE,Bef Punggol Rd,1.39527356921611,103.90539999997036,42,723721,17231.45238095238,553557,170164,18,89178,1
46069,Woodlands Ctr Rd,W'lands Train Checkpt,1.44288948418349,103.76933833799299,42,709620,16895.714285714286,526076,183544,18,73522,1
17179,C'wealth Ave West,Clementi Stn Exit B,1.31528191560846,103.76536000516927,40,708195,17704.875,540308,167887,8,71341,1
45139,Woodlands Rd,Kranji Stn,1.42525961270458,103.76178101875855,42,701612,16705.04761904762,479879,221733,7,67601,1
65199,TPE,Aft Punggol Rd,1.39591721161169,103.90542736761212,40,674903,16872.575,513347,161556,7,87539,1
46211,Johor Bahru,Johor Bahru Checkpt,1.46491732433248,103.76547712149443,42,655374,15604.142857142857,448447,206927,11,44553,1
45009,Petir Rd,Bt Panjang Int,1.37812611932206,103.763286611367,42,640381,15247.166666666666,480989,159392,18,68679,1
46008,Woodlands Sq,Woodlands Int,1.436849,103.785737,42,628366,14961.095238095239,465998,162368,18,60976,1
84031,New Upp Changi Rd,Bedok Stn Exit B,1.32428292329305,103.93003627080394,42,627681,14944.785714285714,459314,168367,18,65416,1
59072,Yishun Ave 2,Yishun Stn Exit E,1.429383056,103.8354931,42,602970,14356.42857142857,448407,154563,7,73926,1
53231,Bishan Rd,Bishan Stn,1.35089997844732,103.84797987894204,41,581557,14184.317073170732,444681,136876,8,66197,1
53009,Bishan St 13,Bishan Int,1.35045541249544,103.84988083722291,43,579199,13469.744186046511,430806,148393,18,57445,1
24009,Joo Koon Circle,Joo Koon Int,1.32697254709069,103.67839791240787,40,537402,13435.05,418134,119268,7,82938,1
66359,S'goon Ctrl,S'goon Stn Exit C/Blk 201,1.35080698547823,103.87328604946424,42,532763,12684.833333333334,404278,128485,8,59935,1
46219,Johor Bahru,Johor Bahru Checkpt,1.4654268105665,103.76826657164715,44,530824,12064.181818181818,350340,180484,6,42045,1
55509,Ang Mo Kio Ave 8,Yio Chu Kang Int,1.38113241525166,103.8455558816965,42,522430,12438.809523809523,427212,95218,7,57502,1
66351,S'goon Ctrl,S'goon Stn Exit E,1.35049831450162,103.87324486521683,42,504683,12016.261904761905,375036,129647,18,55791,1
66009,S'goon Ave 2,Serangoon Int,1.35046610176969,103.87168992264617,42,495806,11804.904761904761,355790,140016,18,50208,1
10169,Tiong Bahru Rd,Tiong Bahru Stn/Plaza,1.28599961406266,103.82748123930962,40,493137,12328.425,366687,126450,18,47065,1
14141,Telok Blangah Rd,HarbourFront Stn/Vivocity,1.26552421466644,103.82211326846237,41,474994,11585.219512195123,333644,141350,18,42718,1
46521,Woodlands Ave 3,Marsiling Stn,1.43237833345523,103.77429333367095,42,469515,11178.92857142857,354219,115296,7,43440,1
95029,PTB1 Basement,Changi Airport Ter 1,1.361112,103.990755,41,456316,11129.658536585366,307950,148366,22,30685,1
81111,Paya Lebar Rd,Paya Lebar Stn Exit B,1.31860238558389,103.89211689790608,42,448933,10688.880952380952,337396,111537,18,49840,1
67409,Sengkang East Way,Sengkang Stn,1.392423,103.896122,40,446793,11169.825,335648,111145,18,46923,1
28211,Jurong Gateway Rd,Bef Jurong East Stn,1.33418677275445,103.74070680700304,42,432861,10306.214285714286,306072,126789,18,43539,1
54261,Ang Mo Kio Ave 3,Aft Ang Mo Kio Stn Exit A,1.36946941916508,103.85075454495572,42,423282,10078.142857142857,327637,95645,7,40378,1
10161,Tiong Bahru Rd,Opp Tiong Bahru Stn/Plaza,1.28593135445772,103.82668969231534,40,411723,10293.075,307413,104310,18,35374,1
59073,Yishun Ave 2,Opp Yishun Stn,1.42868146490253,103.83546942999693,42,411509,9797.833333333334,295954,115555,18,34964,1
60121,S'goon Rd,Boon Keng Stn/Blk 102,1.32008815616383,103.86179781146463,42,411361,9794.309523809523,307701,103660,18,39827,1
59041,Yishun Ave 2,Bef Khatib Stn,1.41625420109094,103.832591612732,42,410810,9781.190476190477,308478,102332,18,41791,1
59079,Yishun Ave 2,Yishun Stn,1.42926606883551,103.83516195358482,42,404616,9633.714285714286,300309,104307,18,42786,1
63039,Upp S'goon Rd,Kovan Stn Exit C,1.360036,103.885203,40,390281,9757.025,284355,105926,8,40796,1
84039,New Upp Changi Rd,Bedok Stn Exit A,1.32353645344906,103.92886300203479,42,383995,9142.738095238095,284887,99108,8,40467,1
28099,Boon Lay Way,Opp Lakeside Stn,1.344324,103.719266,42,383532,9131.714285714286,292969,90563,7,38498,1
08057,Orchard Rd,Dhoby Ghaut Stn,1.29930997279734,103.84529021429745,40,379124,9478.1,267764,111360,8,38330,1
28009,Jurong Gateway Rd,Jurong East Int,1.33235,103.740664,42,378353,9008.404761904761,273377,104976,18,40802,1
10009,Bt Merah Ctrl,Bt Merah Int,1.28210155945393,103.81722480263163,42,362270,8625.47619047619,282480,79790,18,30267,1
22529,Jurong West St 63,Pioneer Stn Exit B,1.33777262767008,103.69728617102128,42,360165,8575.357142857143,296135,64030,17,43949,1
85099,New Upp Changi Rd,Tanah Merah Stn Exit A,1.32684437763421,103.94645987386455,42,356386,8485.380952380952,261005,95381,18,41227,1
47009,Woodlands Sq,Woodlands Temp Int,1.437553,103.786282,42,350569,8346.880952380952,245701,104868,18,22376,1
67009,Sengkang Sq,Sengkang Int,1.39178060381601,103.89588499436073,41,343178,8370.19512195122,256347,86831,18,32614,1
59569,Yishun Ring Rd,Khatib Stn Exit D,1.41849332350079,103.83293900021363,42,342523,8155.309523809524,266832,75691,7,47979,1
44539,Choa Chu Kang Ave 4,Lot 1/Choa Chu Kang Stn,1.38463078337388,103.74502387945829,42,341840,8139.047619047619,257301,84539,7,37400,1
45321,Choa Chu Kang Dr,Yew Tee Stn,1.397347,103.747665,42,341337,8127.071428571428,257765,83572,18,36912,1
11169,C'wealth Ave,C'wealth Stn Exit B/C,1.30270500001823,103.79838166697326,40,339616,8490.4,259157,80459,8,43746,1
59049,Yishun Ave 2,Opp Khatib Stn,1.41700998157675,103.83339984073773,40,336812,8420.3,251475,85337,7,32292,1
85091,New Upp Changi Rd,Tanah Merah Stn Exit B,1.32754912682416,103.94636119805759,42,335366,7984.9047619047615,243734,91632,7,38917,1
95109,PTB3 Basement,Changi Airport Ter 3,1.3573765,103.987161,41,334250,8152.4390243902435,233498,100752,8,24344,1
58211,Sembawang Way,Sembawang Stn,1.44926202582359,103.81979401898032,42,321468,7654,236755,84713,7,34665,1
92049,Marine Parade Rd,Marine Pde Stn/Parkway Pde,1.302999,103.905955,40,311028,7775.7,209070,101958,18,25630,1
05013,Eu Tong Sen St,Chinatown Stn Exit C,1.28406979945936,103.84299874303983,40,310151,7753.775,214971,95180,12,25524,1
44029,Upp Bt Timah Rd,Bt Panjang Stn Exit A/LRT,1.37863409952448,103.7621954983533,42,308600,7347.619047619048,225783,82817,7,31609,1
77039,Pasir Ris Ctrl,Pasir Ris Int/Mall,1.37241,103.948657,41,304941,7437.585365853659,230176,74765,8,28623,1
67609,Sengkang Ctrl,Buangkok Stn Exit A,1.38393305306468,103.89303978530081,41,299370,7301.707317073171,227293,72077,8,30887,1
76199,Tampines Ave 7,Blk 503,1.35660016333768,103.94535428432116,42,296143,7051.023809523809,227923,68220,18,27126,1
14129,Telok Blangah Rd,HarbourFront Stn Exit A,1.26607869101924,103.81977877391114,41,292147,7125.536585365854,213162,78985,18,39681,1
01112,Victoria St,Opp Bugis Stn Exit C,1.30009212839081,103.85520027125814,38,290982,7657.421052631579,192372,98610,18,25577,1
44031,Upp Bt Timah Rd,Aft Bt Panjang Stn,1.37785685552262,103.76232373807855,40,289852,7246.3,215758,74094,8,32892,1
54241,Ang Mo Kio Ave 3,Blk 700B,1.36913518643274,103.84618005827467,42,285438,6796.142857142857,207568,77870,18,26925,1
76191,Tampines Ave 7,Blk 401,1.3569438864901,103.94477445426702,41,284483,6938.609756097561,217320,67163,7,31281,1
44259,Bt Panjang Rd,Blk 183,1.38029564329691,103.76297124601712,42,282959,6737.119047619048,207611,75348,18,24371,1
11161,C'wealth Ave,C'wealth Stn Exit A/D,1.30213305598263,103.79839083302141,42,282208,6719.238095238095,213919,68289,18,32029,1
40019,Bt Timah Rd,Little India Stn,1.30664404460339,103.84920416709382,44,277623,6309.613636363636,198345,79278,18,25975,1
09048,Orchard Rd,Orchard Stn/Lucky Plaza,1.3038385,103.834171,40,275188,6879.7,172185,103003,18,23865,1
82049,Changi Rd,Joo Chiat Cplx,1.31634170548514,103.89891621295058,41,271514,6622.292682926829,189372,82142,11,20832,1
22521,Jurong West St 63,Pioneer Stn Exit A,1.33741647896432,103.69776790191162,41,270490,6597.317073170731,213039,57451,7,32720,1
28511,Jurong West Ave 1,Blk 463,1.35063596491215,103.7237236090261,43,269208,6260.6511627906975,196814,72394,18,21769,1
46771,Woodlands Ave 7,Opp Admiralty Stn,1.44088808355944,103.80018670656507,42,269160,6408.571428571428,210832,58328,7,29649,1
42151,Jln Jurong Kechil,Beauty World Stn Exit C,1.34009254981171,103.77531978477353,42,267625,6372.023809523809,198028,69597,18,31816,1
92041,Marine Parade Rd,Marine Pde Stn Exit 2,1.302345,103.904508,42,267460,6368.0952380952385,183025,84435,18,24755,1
05039,New Bridge Rd,New Bridge Ctr,1.28293819129834,103.84254276754574,42,266613,6347.928571428572,179716,86897,12,22795,1
67601,Sengkang Ctrl,Buangkok Stn Exit B,1.38334470717282,103.8932683273077,42,265542,6322.428571428572,199958,65584,18,26953,1
81129,Paya Lebar Rd,Paya Lebar Stn Exit D,1.31631147367096,103.89217268755989,42,265500,6321.428571428572,198307,67193,18,28228,1
50038,Thomson Rd,Novena Stn,1.32033749274601,103.842832976035,40,263700,6592.5,202231,61469,18,25558,1
07211,S'goon Rd,Aft Farrer Pk Stn Exit G,1.31313747728456,103.8563561439714,42,260363,6199.119047619048,177165,83198,18,23762,1
08121,Somerset Rd,Somerset Stn,1.30027569326586,103.83877618459663,41,259026,6317.707317073171,173851,85175,18,25722,1
82061,Sims Ave,Eunos Stn/Int,1.31876162629115,103.9022689641617,44,257679,5856.340909090909,191714,65965,18,25051,1
83101,Jln Eunos,Eunos Stn,1.32066709057479,103.90489836683336,44,257630,5855.227272727273,193952,63678,18,23544,1
59111,Yishun Ave 5,Blk 701,1.43016395103424,103.82888452126694,42,257582,6132.9047619047615,183243,74339,18,20366,1
76101,Tampines Ave 2,Tampines East CC,1.35303315550855,103.95480210652737,42,257400,6128.571428571428,190282,67118,18,22089,1
63031,Upp S'goon Rd,Kovan Stn Exit B,1.36050444441455,103.88535194446017,42,255397,6080.880952380952,188516,66881,18,25765,1
58549,Canberra Link,Canberra Stn,1.442578,103.830142,42,253545,6036.785714285715,194031,59514,18,26948,1
07031,S'goon Rd,Tekka Ctr,1.30572083298412,103.85120583303191,40,253480,6337,167468,86012,18,22716,1
67401,Sengkang East Way,Opp Sengkang Stn/Blk 260A,1.39290842289238,103.89531738456282,40,251712,6292.8,189530,62182,18,21564,1
75051,Tampines Ave 1,Tampines West Stn Exit B,1.34503394154132,103.94008153173421,42,249565,5942.023809523809,192541,57024,8,26619,1
09219,Scotts Rd,Far East Plaza,1.30731999685228,103.83316088291699,40,248778,6219.45,175664,73114,8,21523,1
28401,Jurong West Ave 1,Blk 502,1.3506545513673,103.71861401513462,42,246644,5872.476190476191,174397,72247,10,21501,1
11361,Nth Buona Vista Rd,Buona Vista Stn Exit C,1.30649698638726,103.79058123542397,42,246570,5870.714285714285,200516,46054,18,31679,1
60261,Upp S'goon Rd,Potong Pasir Stn Exit C,1.33132471594343,103.86891794930561,40,245774,6144.35,180732,65042,18,25470,1
43579,Bt Batok West Ave 5,Bt Gombak Stn,1.35911715344895,103.75166771394562,42,245040,5834.285714285715,189632,55408,7,30455,1
44531,Choa Chu Kang Ave 4,Opp Choa Chu Kang Stn,1.38425405298158,103.74453624872069,42,241853,5758.4047619047615,180058,61795,18,23997,1
58541,Canberra Link,Opp Canberra Stn,1.44284,103.830351,40,239636,5990.9,184265,55371,7,31046,1
07111,S'goon Rd,Aft Blk 672B,1.30879366465919,103.8531751994068,40,238715,5967.875,146413,92302,20,24831,1
76039,Tampines Ave 2,Tampines East Stn Exit C,1.35506418976437,103.9555498102644,42,237252,5648.857142857143,186673,50579,8,25550,1
60119,Bendemeer Rd,Opp Boon Keng Stn,1.31880431510648,103.86409707876385,40,232655,5816.375,177001,55654,8,25814,1
42159,Jln Jurong Kechil,Opp Beauty World Stn,1.34036805329812,103.77530898996658,40,231234,5780.85,166310,64924,8,32934,1
09047,Orchard Rd,Orchard Stn/Tang Plaza,1.30446065207443,103.83294467208566,40,227987,5699.675,148401,79586,9,19366,1
81089,Aljunied Rd,Aljunied Stn,1.31628194302502,103.88202243551633,40,227420,5685.5,172295,55125,18,25121,1
17041,West Coast Rd,Blk 726 Clementi West Mkt,1.3042101570614,103.76455953939507,42,226617,5395.642857142857,161291,65326,18,17695,1
59561,Yishun Ring Rd,Opp Khatib Stn Exit D,1.41870141531997,103.83293375107691,42,225918,5379,174764,51154,18,27150,1
53381,Bishan St 22,Bishan Nth Shop Mall,1.35830432828214,103.84496212009292,40,224452,5611.3,165988,58464,18,22053,1
44269,Bt Panjang Rd,Blk 223,1.37577833299245,103.77422500002575,40,223918,5597.95,160901,63017,18,22122,1
28341,Boon Lay Way,Chinese Gdn Stn,1.34247027799798,103.73271277802048,42,223494,5321.285714285715,178344,45150,7,34467,1
43419,Bt Batok Ctrl,Aft Bt Batok Stn/Blk 628,1.351623356,103.749933755,42,223195,5314.166666666667,166636,56559,18,19920,1
76141,Tampines Ave 4,Tampines Stn/Int,1.35366689109025,103.94609060451609,42,222951,5308.357142857143,164595,58356,18,23941,1
44261,Bt Panjang Rd,Blk 270,1.3760822219899,103.774277778025,40,221891,5547.275,159248,62643,7,20990,1
52071,Jln Toa Payoh,Trellis Twrs,1.32991416932901,103.84381843224321,42,221784,5280.571428571428,168123,53661,8,20853,1
77031,Pasir Ris Ctrl,Opp Pasir Ris Int/Mall,1.372262,103.948468,42,221606,5276.333333333333,167694,53912,18,21449,1
61039,Upp S'goon Rd,Woodleigh Stn Exit A,1.33845332842129,103.87084881783568,41,220957,5389.195121951219,166449,54508,8,20423,1
04222,Eu Tong Sen St,Clarke Quay Stn Exit E,1.28898962180798,103.84708976365569,40,219668,5491.7,159598,60070,18,19755,1
80069,Geylang Rd,Opp Mohd Salleh Mque,1.31214703288286,103.87715016317217,42,219073,5216.023809523809,143121,75952,7,21213,1
62139,Upp S'goon Rd,S'goon Stn Exit A/Blk 413,1.3490461240579,103.87341165935781,40,218792,5469.8,169133,49659,18,26717,1
82029,Geylang Rd,Blk 14 Mkt/FC,1.31569833821527,103.89559528546464,41,218653,5333,149603,69050,18,16507,1
64541,Hougang Ctrl,Hougang Ctrl Int,1.371235,103.8928055,42,218281,5197.166666666667,166525,51756,18,25873,1
61031,Upp S'goon Rd,Woodleigh Stn Exit B,1.33836472248768,103.8704496726279,41,216834,5288.634146341464,164119,52715,18,25035,1
08069,Bras Basah Rd,Bencoolen Stn Exit B,1.29821382250893,103.84936128375956,40,216700,5417.5,158710,57990,18,22149,1
83062,Sims Ave East,Kembangan Stn,1.32096859171096,103.9133277893385,42,216371,5151.690476190476,165173,51198,8,22178,1
54269,Ang Mo Kio Ave 3,Opp Ang Mo Kio Stn,1.36921006543476,103.85111893571647,41,215322,5251.756097560976,167043,48279,7,25322,1
58219,Sembawang Way,Opp Sembawang Stn,1.44953463697186,103.8199297231716,42,214887,5116.357142857143,158366,56521,18,20526,1
53239,Bishan Rd,Opp Bishan Stn,1.351,103.847641,42,214347,5103.5,161398,52949,18,23378,1
28519,Jurong West Ave 1,Blk 425,1.35058416759245,103.72452492776075,42,213419,5081.4047619047615,154745,58674,18,19879,1
10209,Tiong Bahru Rd,Redhill Stn,1.28954631749853,103.81672885450702,40,213055,5326.375,163559,49496,8,23612,1
45329,Choa Chu Kang Dr,Opp Yew Tee Stn,1.3974585,103.7478685,42,211851,5044.071428571428,160119,51732,7,30630,1
47201,Nth Woodlands Dr,W'lands Nth Stn,1.448472,103.7848997,40,209941,5248.525,157159,52782,7,29186,1
80089,Geylang Rd,Bef Lor 18 Geylang,1.31275356421909,103.88079905478979,42,207871,4949.309523809524,135621,72250,18,20200,1
05049,New Bridge Rd,Chinatown Stn Exit E,1.28531114761754,103.84455070696784,42,207043,4929.5952380952385,145525,61518,12,17104,1
58251,Sembawang Dr,Sun Plaza/ Sembawang Stn,1.44803148822713,103.81895207486829,42,205550,4894.047619047619,159816,45734,18,19815,1
66271,S'goon Gdn Way,S'goon Gdn Circus,1.36398333300081,103.86578916701893,42,205108,4883.523809523809,139309,65799,18,17811,1
54248,Ang Mo Kio Ave 3,Blk 324,1.36875490594243,103.84661006967286,42,204614,4871.761904761905,149216,55398,18,16503,1
05022,Eu Tong Sen St,Aft Chinatown Stn Exit D,1.28571089865595,103.84437203405348,40,203173,5079.325,145330,57843,18,18991,1
60269,Upp S'goon Rd,Potong Pasir Stn Exit B,1.33099030126892,103.86922890950602,40,202576,5064.4,153657,48919,8,26995,1
44251,Bt Panjang Rd,Bt Panjang Stn/Blk 604,1.38030076722264,103.76231669235113,40,202143,5053.575,150298,51845,7,20291,1
52079,Jln Toa Payoh,Opp Trellis Twrs,1.32931477158443,103.84382885735747,40,201277,5031.925,150552,50725,8,18320,1
65069,Punggol Rd,Blk 190C,1.39504382175966,103.90236824858533,42,200517,4774.214285714285,148748,51769,18,23160,1
65061,Punggol Rd,Blk 298A,1.39490129020977,103.9018594759131,42,199979,4761.4047619047615,148806,51173,7,23547,1
76051,Tampines Ave 5,Our Tampines Hub,1.35313809279079,103.9412639409046,42,198142,4717.666666666667,142908,55234,17,17866,1
60161,S'goon Rd,St. Michael's Pl,1.32477289725503,103.8655673081052,42,197813,4709.833333333333,144756,53057,18,17456,1
43571,Bt Batok West Ave 5,Opp Bt Gombak Stn,1.35920995233758,103.75150455211015,42,197596,4704.666666666667,151109,46487,18,20698,1
11369,Nth Buona Vista Rd,Buona Vista Stn Exit D,1.3063259638605,103.79084827741467,40,197059,4926.475,156969,40090,8,24306,1
66331,Ang Mo Kio Ave 3,Blk 554,1.371636,103.870361,43,195506,4546.6511627906975,157774,37732,18,20799,1
21449,Boon Lay Pl,Boon Lay Shop Ctr,1.34639805597018,103.71306138901696,42,193813,4614.5952380952385,134949,58864,18,19966,1
76031,Tampines Ave 2,Tampines East Stn Exit B,1.35507956918888,103.95529781026745,42,193604,4609.619047619048,151628,41976,7,21021,1
62131,Upp S'goon Rd,S'Goon Stn Exit B,1.3489790064228,103.87277432797597,42,193241,4600.976190476191,145882,47359,8,21087,1
09038,Orchard Rd,Opp Somerset Stn,1.30154262450563,103.83852481842337,40,192282,4807.05,125887,66395,18,19597,1
09037,Orchard Rd,Bef Cairnhill Rd,1.3023400420296,103.83701253388183,40,190946,4773.65,128130,62816,18,17830,1
46529,Woodlands Ave 3,Opp Marsiling Stn,1.43208152770031,103.77459689006626,40,190131,4753.275,144352,45779,7,21870,1
64549,Hougang Ctrl,Opp Hougang Ctrl Int,1.3714805,103.8922875,40,190101,4752.525,147314,42787,8,22776,1
09022,Orchard Blvd,Orchard Stn Exit 13,1.30252834773643,103.83239784275958,38,190071,5001.868421052632,119844,70227,18,17170,1
53389,Bishan St 22,Opp Bishan Nth Shop Mall,1.35804473736933,103.84516933880761,42,188209,4481.166666666667,137678,50531,8,17844,1
59239,Yishun Ring Rd,Blk 291,1.43560781996531,103.83684372359264,42,186715,4445.5952380952385,130350,56365,18,16230,1
96169,Simei St 3,Simei Stn,1.34226222202581,103.95346611100372,40,186638,4665.95,140584,46054,18,18897,1
01311,Kallang Rd,Lavender Stn Exit B,1.3070916463394,103.86219695240973,42,186568,4442.0952380952385,135678,50890,18,17025,1
14009,Seah Im Rd,HarbourFront Int,1.26703502614245,103.81901469907409,42,185965,4427.738095238095,130468,55497,18,19504,1
57119,Sembawang Rd,Blk 101,1.43130257113028,103.82688773076856,42,185800,4423.809523809524,126350,59450,9,20191,1
28409,Jurong West Ave 1,Blk 454,1.35081149361542,103.71793769087185,42,183949,4379.738095238095,129908,54041,9,16120,1
84201,Bedok Nth Ave 3,Bedok Resvr Stn Exit A,1.33660054449421,103.93309401156243,40,183563,4589.075,141733,41830,8,19466,1
08031,Penang Rd,Dhoby Ghaut Stn Exit B,1.29831153783592,103.8452569595532,40,183465,4586.625,126680,56785,18,18285,1
12091,Clementi Rd,SIM Campus,1.32918315486756,103.7771471166854,39,182423,4677.51282051282,166220,16203,18,22858,1
80101,Lor 1 Geylang,Kallang Stn/Opp Blk 2C,1.31251933500742,103.87153830811837,42,182235,4338.928571428572,132900,49335,8,17952,1
43189,Bt Batok East Ave 3,Blk 283,1.346993,103.756815,40,180995,4524.875,133835,47160,8,17804,1
28461,Jurong East Ave 1,Blk 347,1.345332402809,103.73205383657178,42,179343,4270.071428571428,126634,52709,9,15540,1
80071,Sims Ave,Yi Xiu Fty Bldg,1.31380009198455,103.87655394006379,42,179186,4266.333333333333,123641,55545,19,18712,1
82011,Sims Ave,Aft Paya Lebar Quarter,1.31736957951855,103.89480000904068,42,178159,4241.880952380952,118252,59907,18,19442,1
76109,Tampines Ave 2,Blk 302,1.35296639979416,103.9551184525466,42,177850,4234.523809523809,130061,47789,18,15402,1
07518,Bencoolen St,Opp NAFA Campus 3,1.30095828368506,103.85211175034802,40,177793,4444.825,119957,57836,10,17874,1
52361,Lor 6 Toa Payoh,Blk 1,1.33974408909931,103.8529812160764,42,176195,4195.119047619048,129046,47149,18,14216,1
10201,Tiong Bahru Rd,Opp Redhill Stn,1.28928144532567,103.81662854691157,41,175457,4279.4390243902435,133724,41733,18,17178,1
84011,New Upp Changi Rd,Chai Chee Ind Pk,1.32257749632692,103.92233358172962,42,175035,4167.5,134223,40812,18,20967,1
01113,Victoria St,Bugis Stn Exit A,1.30117297541547,103.8561140106393,41,174664,4260.09756097561,117143,57521,18,17333,1
52059,Braddell Rd,Blk 219,1.34309745890513,103.85622585798508,42,174632,4157.9047619047615,130541,44091,8,15471,1
80031,Sims Ave,Kallang Stn,1.31107705658993,103.8713149052975,42,174328,4150.666666666667,118468,55860,18,18490,1
77289,Pasir Ris Dr 1,Blk 738,1.37889759950996,103.93596534133927,42,173048,4120.190476190476,126679,46369,18,17070,1
76061,Tampines Ave 5,Blk 938,1.3482019444416,103.94189805552267,42,171555,4084.6428571428573,127578,43977,18,14683,1
80051,Sims Ave,Aft Lor 1 Geylang,1.31251499997324,103.87326194447365,42,171168,4075.4285714285716,122630,48538,18,15295,1
84049,New Upp Changi Rd,Blk 27,1.32432719820227,103.93471220144858,42,170549,4060.690476190476,125924,44625,8,16181,1
95129,PTB2 Basement,Changi Airport Ter 2,1.355328,103.9886445,42,170469,4058.785714285714,123144,47325,18,12860,1
71091,Eunos Link,Blk 637,1.33073374785934,103.90373154551283,44,169771,3858.431818181818,133049,36722,18,20680,1
63249,Hougang Ave 3,Blk 1,1.36395805601148,103.89261277802149,42,169733,4041.2619047619046,129064,40669,7,16638,1
19039,C'wealth Ave West,Dover Stn Exit B,1.31167951129602,103.77868390552867,40,168488,4212.2,132745,35743,8,17665,1
63241,Hougang Ave 3,Blk 21,1.36409785233957,103.89213557756084,43,167978,3906.4651162790697,127914,40064,18,18341,1
64419,Hougang Ave 4,Blk 681,1.37339164793235,103.88521854859373,40,167774,4194.35,120919,46855,9,17292,1
82009,Eunos Rd 2,Eunos Int,1.31933717157385,103.90180834139497,46,167138,3633.4347826086955,126423,40715,18,15158,1
07419,Jln Besar,Opp Veerasamy Rd,1.30653024120879,103.8561630249311,40,166849,4171.225,108386,58463,18,14103,1
76059,Tampines Ave 5,Opp Our Tampines Hub,1.35296163572491,103.94165154852797,41,166704,4065.951219512195,123920,42784,17,14686,1
75359,Tampines Ave 10,IKEA Tampines/Aft TPE,1.37438650022455,103.93147946559002,40,165287,4132.175,122801,42486,8,20498,1
17151,C'wealth Ave West,Blk 410,1.31169519353522,103.76960993525367,42,164817,3924.214285714286,124168,40649,18,16942,1
28301,Jurong Gateway Rd,Blk 131,1.3348645,103.740441,42,164477,3916.1190476190477,115262,49215,7,16405,1
43411,Bt Batok Ctrl,Opp Blk 628,1.35176519952681,103.75019891787089,42,163076,3882.7619047619046,121564,41512,7,15864,1
58259,Sembawang Dr,Opp Sun Plaza,1.44777267175187,103.81895151565973,42,162997,3880.8809523809523,125166,37831,7,16621,1
63009,Sengkang Ctrl,Buangkok Int,1.383707,103.892257,42,162925,3879.1666666666665,119785,43140,18,18569,1
59119,Yishun Ave 5,Opp Blk 701A,1.43037444021889,103.82794865433573,42,162231,3862.6428571428573,118238,43993,17,11863,1
45421,Choa Chu Kang Cres,Blk 689A,1.40274884902867,103.75050925171398,42,162052,3858.3809523809523,120656,41396,7,14649,1
80091,Sims Ave,Bef Lor 23 Geylang,1.31489775184137,103.88095141640784,42,161946,3855.8571428571427,109892,52054,18,15773,1
64381,Hougang Ave 10,Hougang Stn Exit C,1.37288245131287,103.89170384962591,42,161664,3849.1428571428573,121587,40077,8,23473,1
28499,Jurong East Ave 1,Jurong Polyclinic,1.34963044051902,103.73046199733298,43,161523,3756.3488372093025,127844,33679,7,18391,1
17159,C'wealth Ave West,Blk 365,1.311975556,103.7698144,40,161372,4034.3,121761,39611,8,17523,1
