geography,bounds,xlat,xlon,day_count,source_rows,activity_sum,activity_mean_per_day,activity_min,activity_max
021230021333102303,"-122.38082885742188, 47.563554103908075, -122.37945556640625, 47.564480754014255",47.56402,-122.38014,16,17,0.713722,0.044608,0.000305,0.151681
021230021333130322,"-122.3602294921875, 47.554286701279565, -122.35885620117188, 47.55521351530768",47.55475,-122.35954,14,15,0.713684,0.050977,0.006986,0.168916
021230030202012132,"-122.31353759765625, 47.68388118858139, -122.31216430664062, 47.68480570814143",47.68434,-122.31285,11,15,0.713596,0.064872,0.016260,0.214614
021230030203113001,"-122.17758178710938, 47.68665469810476, -122.17620849609375, 47.68757916850813",47.68712,-122.17690,10,10,0.713586,0.071359,0.012093,0.195803
021230030230020220,"-122.16796875, 47.61449551898437, -122.16659545898438, 47.615421267605434",47.61496,-122.16728,12,12,0.713510,0.059459,0.002704,0.328870
021230030220330100,"-122.2723388671875, 47.59042030203754, -122.27096557617188, 47.5913464767971",47.59088,-122.27165,15,17,0.713463,0.047564,0.007220,0.148514
021230030222201121,"-122.32589721679688, 47.54409066505799, -122.32452392578125, 47.5450176594057",47.54455,-122.32521,12,14,0.713376,0.059448,0.006569,0.158867
021230030221133331,"-122.16934204101562, 47.60708893999558, -122.16796875, 47.6080148197327",47.60755,-122.16866,15,15,0.713140,0.047543,0.000207,0.102418
021230030221310101,"-122.18307495117188, 47.6052371313521, -122.18170166015625, 47.60616304386873",47.60570,-122.18239,17,18,0.713134,0.041949,0.003588,0.103593
021230030202120333,"-122.29019165039062, 47.6727856757654, -122.288818359375, 47.673710391956604",47.67325,-122.28951,14,16,0.713130,0.050938,0.001310,0.119125
021230030202112113,"-122.26821899414062, 47.68573021131588, -122.266845703125, 47.68665469810476",47.68619,-122.26753,15,15,0.712985,0.047532,0.000069,0.098233
021230030203131121,"-122.17208862304688, 47.67740909285989, -122.17071533203125, 47.67833372712058",47.67787,-122.17140,13,15,0.712961,0.054843,0.002480,0.249382
021230030202122000,"-122.2998046875, 47.67186094318795, -122.29843139648438, 47.6727856757654",47.67232,-122.29912,17,17,0.712911,0.041936,0.002797,0.142709
021230030222112031,"-122.27371215820312, 47.56633400505088, -122.2723388671875, 47.5672606059814",47.56680,-122.27303,6,6,0.712630,0.118772,0.035089,0.403530
021230030202212302,"-122.3162841796875, 47.652437773749696, -122.31491088867188, 47.653362850449845",47.65290,-122.31560,16,16,0.712567,0.044535,0.002332,0.103897
021230030222121223,"-122.28744506835938, 47.554286701279565, -122.28607177734375, 47.55521351530768",47.55475,-122.28676,12,14,0.712484,0.059374,0.009170,0.151838
021230030220102023,"-122.29843139648438, 47.62467785241324, -122.29705810546875, 47.62560342075481",47.62514,-122.29774,13,14,0.712463,0.054805,0.006690,0.121997
021230030202011233,"-122.30667114257812, 47.68757916850813, -122.3052978515625, 47.68850362252605",47.68804,-122.30598,11,11,0.712342,0.064758,0.016261,0.155373
021230030223001133,"-122.23526000976562, 47.572819867338694, -122.23388671875, 47.57374635352771",47.57328,-122.23457,16,17,0.712309,0.044519,0.000325,0.133154
021230030220330032,"-122.27508544921875, 47.58764167941512, -122.27371215820312, 47.5885679033466",47.58810,-122.27440,11,15,0.712307,0.064755,0.014830,0.117225
021230030220323202,"-122.288818359375, 47.57837853860191, -122.28744506835938, 47.5793049264429",47.57884,-122.28813,14,16,0.712219,0.050873,0.001095,0.154693
021230021333123223,"-122.37533569335938, 47.54687159892238, -122.37396240234375, 47.54779854409145",47.54734,-122.37465,16,16,0.711894,0.044493,0.005907,0.109914
021230021313133221,"-122.35336303710938, 47.66631220360915, -122.35198974609375, 47.667237034505156",47.66677,-122.35268,7,7,0.711745,0.101678,0.040392,0.198633
021230021313120110,"-122.37945556640625, 47.67925834499531, -122.37808227539062, 47.680182946484145",47.67972,-122.37877,17,19,0.711726,0.041866,0.005723,0.100178
021230030220200030,"-122.34100341796875, 47.603385257149334, -122.33963012695312, 47.60431120244565",47.60385,-122.34032,15,16,0.711459,0.047431,0.000035,0.111702
021230021331111013,"-122.35061645507812, 47.63393279834071, -122.3492431640625, 47.63485820279691",47.63440,-122.34993,17,18,0.711336,0.041843,0.003618,0.113070
021230030232020023,"-122.16659545898438, 47.55799385903776, -122.16522216796875, 47.55892060749653",47.55846,-122.16591,17,17,0.711320,0.041842,0.007455,0.110307
021230021313330332,"-122.35748291015625, 47.64318610543656, -122.35610961914062, 47.644111346012295",47.64365,-122.35680,18,19,0.711317,0.039518,0.000700,0.115796
021230021313313022,"-122.354736328125, 47.65428791076272, -122.35336303710938, 47.65521295468833",47.65475,-122.35405,18,20,0.711312,0.039517,0.000806,0.088879
021230021333033321,"-122.39181518554688, 47.54779854409145, -122.39044189453125, 47.54872547286773",47.54826,-122.39113,13,13,0.711183,0.054706,0.000597,0.218080
021230021313101213,"-122.37258911132812, 47.689428060158555, -122.3712158203125, 47.6903524814057",47.68989,-122.37190,16,16,0.711138,0.044446,0.009747,0.100624
021230030223032133,"-122.22427368164062, 47.55057928124212, -122.222900390625, 47.551506160840326",47.55104,-122.22359,14,17,0.711104,0.050793,0.004834,0.115059
021230030221100112,"-122.20367431640625, 47.63393279834071, -122.20230102539062, 47.63485820279691",47.63440,-122.20299,10,12,0.710993,0.071099,0.008026,0.199870
021230030223032230,"-122.23114013671875, 47.54779854409145, -122.22976684570312, 47.54872547286773",47.54826,-122.23045,8,9,0.710775,0.088847,0.032451,0.172269
021230021313112023,"-122.36434936523438, 47.68388118858139, -122.36297607421875, 47.68480570814143",47.68434,-122.36366,12,13,0.710625,0.059219,0.007439,0.178364
021230021313313012,"-122.35198974609375, 47.65613798222677, -122.35061645507812, 47.65706299337808",47.65660,-122.35130,15,18,0.710576,0.047372,0.002933,0.106321
021230030202112213,"-122.27371215820312, 47.68203210030428, -122.2723388671875, 47.68295665263569",47.68249,-122.27303,10,10,0.710560,0.071056,0.003654,0.185118
021230030230000201,"-122.16659545898438, 47.63115648664201, -122.16522216796875, 47.632081940263305",47.63162,-122.16591,21,22,0.710495,0.033833,0.004123,0.182968
021230030202013302,"-122.3052978515625, 47.68203210030428, -122.30392456054688, 47.68295665263569",47.68249,-122.30461,13,14,0.710371,0.054644,0.004835,0.119947
021230030221111312,"-122.17071533203125, 47.63023101663225, -122.16934204101562, 47.63115648664201",47.63069,-122.17003,14,14,0.710342,0.050739,0.022105,0.121456
021230030223132110,"-122.18170166015625, 47.55335987085901, -122.18032836914062, 47.554286701279565",47.55382,-122.18102,15,16,0.709821,0.047321,0.012209,0.138172
021230030202132010,"-122.27508544921875, 47.67186094318795, -122.27371215820312, 47.6727856757654",47.67232,-122.27440,12,12,0.709733,0.059144,0.008563,0.118751
021230030221031303,"-122.21603393554688, 47.615421267605434, -122.21466064453125, 47.616346999837226",47.61588,-122.21535,10,13,0.709646,0.070965,0.025467,0.148418
021230021331113222,"-122.354736328125, 47.62097541515848, -122.35336303710938, 47.62190104905555",47.62144,-122.35405,14,14,0.709453,0.050675,0.007513,0.144166
021230021333110032,"-122.36297607421875, 47.572819867338694, -122.36160278320312, 47.57374635352771",47.57328,-122.36229,14,15,0.709374,0.050670,0.006960,0.123856
021230030222132223,"-122.27645874023438, 47.54687159892238, -122.27508544921875, 47.54779854409145",47.54734,-122.27577,14,17,0.709229,0.050659,0.000403,0.225448
021230021331103030,"-122.37396240234375, 47.62560342075481, -122.37258911132812, 47.62652897270761",47.62607,-122.37328,15,16,0.709148,0.047277,0.011994,0.114983
021230030202232222,"-122.32177734375, 47.63578359086485, -122.32040405273438, 47.63670896254456",47.63625,-122.32109,22,22,0.709050,0.032230,0.000062,0.070298
021230030202321202,"-122.288818359375, 47.64503657020023, -122.28744506835938, 47.645961778000455",47.64550,-122.28813,15,16,0.708998,0.047267,0.004576,0.199797
021230030220123002,"-122.288818359375, 47.61171817478493, -122.28744506835938, 47.61264397257417",47.61218,-122.28813,12,13,0.708865,0.059072,0.004497,0.144767
021230030220102201,"-122.29843139648438, 47.623752267682875, -122.29705810546875, 47.62467785241324",47.62422,-122.29774,19,21,0.708765,0.037303,0.004144,0.135946
021230030220200020,"-122.34375, 47.603385257149334, -122.34237670898438, 47.60431120244565",47.60385,-122.34306,13,14,0.708693,0.054515,0.001368,0.137289
021230030223013013,"-122.21878051757812, 47.5672606059814, -122.2174072265625, 47.56818719052014",47.56772,-122.21809,12,13,0.708692,0.059058,0.006002,0.207708
021230030220233001,"-122.30941772460938, 47.58301031389572, -122.30804443359375, 47.583936619781355",47.58347,-122.30873,13,15,0.708630,0.054510,0.001943,0.125624
021230030203103120,"-122.1954345703125, 47.68480570814143, -122.19406127929688, 47.68573021131588",47.68527,-122.19475,16,18,0.708335,0.044271,0.010262,0.079600
021230030203131200,"-122.178955078125, 47.67555977518045, -122.17758178710938, 47.676484442213194",47.67602,-122.17827,20,22,0.708303,0.035415,0.007507,0.097606
021230021313103031,"-122.37258911132812, 47.68480570814143, -122.3712158203125, 47.68573021131588",47.68527,-122.37190,16,19,0.708085,0.044255,0.000346,0.104984
021230030222031123,"-122.30392456054688, 47.55799385903776, -122.30255126953125, 47.55892060749653",47.55846,-122.30324,17,19,0.707986,0.041646,0.005219,0.178998
021230030203100233,"-122.20779418945312, 47.68757916850813, -122.2064208984375, 47.68850362252605",47.68804,-122.20711,16,16,0.707947,0.044247,0.006698,0.098741
021230030220013221,"-122.30941772460938, 47.62190104905555, -122.30804443359375, 47.62282666656367",47.62236,-122.30873,15,18,0.707894,0.047193,0.007668,0.143212
021230030220120301,"-122.29293823242188, 47.616346999837226, -122.29156494140625, 47.61727271567976",47.61681,-122.29225,11,11,0.707627,0.064330,0.005334,0.160152
021230030221300001,"-122.21054077148438, 47.6052371313521, -122.20916748046875, 47.60616304386873",47.60570,-122.20985,16,17,0.707500,0.044219,0.000276,0.139866
021230030221003311,"-122.23526000976562, 47.623752267682875, -122.23388671875, 47.62467785241324",47.62422,-122.23457,11,14,0.707375,0.064307,0.016569,0.142774
021230021313110203,"-122.36434936523438, 47.689428060158555, -122.36297607421875, 47.6903524814057",47.68989,-122.36366,16,18,0.707326,0.044208,0.004877,0.141648
021230030202310220,"-122.27783203125, 47.658912966519445, -122.27645874023438, 47.659837928509596",47.65938,-122.27715,15,15,0.707292,0.047153,0.001030,0.106562
021230021313313001,"-122.35336303710938, 47.65706299337808, -122.35198974609375, 47.657987988142274",47.65753,-122.35268,14,14,0.707168,0.050512,0.012319,0.129813
021230030222011031,"-122.30667114257812, 47.57374635352771, -122.3052978515625, 47.574672823325265",47.57421,-122.30598,14,15,0.707136,0.050510,0.005612,0.163023
021230021331311313,"-122.34512329101562, 47.60060732292069, -122.34375, 47.6015333173869",47.60107,-122.34444,17,18,0.707127,0.041596,0.000199,0.151949
021230030221100332,"-122.20367431640625, 47.62838002744714, -122.20230102539062, 47.62930553023398",47.62884,-122.20299,15,16,0.707034,0.047136,0.008036,0.173825
021230030222023203,"-122.33139038085938, 47.54872547286773, -122.33001708984375, 47.549652385251264",47.54919,-122.33070,8,8,0.707010,0.088376,0.005454,0.336257
021230030221113313,"-122.16934204101562, 47.62282666656367, -122.16796875, 47.623752267682875",47.62329,-122.16866,13,15,0.707009,0.054385,0.000900,0.161296
021230021331100011,"-122.38357543945312, 47.63485820279691, -122.3822021484375, 47.63578359086485",47.63532,-122.38289,11,13,0.707002,0.064273,0.013954,0.134566
021230030202020221,"-122.34237670898438, 47.673710391956604, -122.34100341796875, 47.6746350917616",47.67417,-122.34169,8,9,0.706994,0.088374,0.005317,0.176911
021230030223111020,"-122.178955078125, 47.57374635352771, -122.17758178710938, 47.574672823325265",47.57421,-122.17827,11,13,0.706939,0.064267,0.004996,0.214263
021230030220011032,"-122.30804443359375, 47.632081940263305, -122.30667114257812, 47.63300737749619",47.63254,-122.30736,18,18,0.706796,0.039266,0.001866,0.085521
021230030202120313,"-122.29019165039062, 47.6746350917616, -122.288818359375, 47.67555977518045",47.67510,-122.28951,14,14,0.706769,0.050484,0.009120,0.165923
021230030221302311,"-122.20230102539062, 47.5941249027327, -122.200927734375, 47.59505101193037",47.59459,-122.20161,14,14,0.706701,0.050479,0.005227,0.108620
021230030203332201,"-122.18856811523438, 47.63855965673953, -122.18719482421875, 47.63948497925489",47.63902,-122.18788,13,15,0.706608,0.054354,0.005929,0.083704
021230021313310313,"-122.35610961914062, 47.659837928509596, -122.354736328125, 47.660762874112834",47.66030,-122.35542,13,15,0.706575,0.054352,0.015405,0.128276
021230030221030313,"-122.22427368164062, 47.615421267605434, -122.222900390625, 47.616346999837226",47.61588,-122.22359,14,15,0.706510,0.050465,0.002083,0.158288
021230030220303323,"-122.28195190429688, 47.5913464767971, -122.28057861328125, 47.59227263516611",47.59181,-122.28127,14,18,0.706461,0.050461,0.006288,0.102383
021230030202122010,"-122.29705810546875, 47.67186094318795, -122.29568481445312, 47.6727856757654",47.67232,-122.29637,15,16,0.706152,0.047077,0.006917,0.085146
021230021333301210,"-122.37396240234375, 47.54223662718361, -122.37258911132812, 47.54316365431732",47.54270,-122.37328,16,17,0.706085,0.044130,0.012435,0.101090
021230021313131011,"-122.35061645507812, 47.67925834499531, -122.3492431640625, 47.680182946484145",47.67972,-122.34993,12,15,0.705805,0.058817,0.014662,0.104260
021230021313101233,"-122.37258911132812, 47.68757916850813, -122.3712158203125, 47.68850362252605",47.68804,-122.37190,14,16,0.705772,0.050412,0.006988,0.116735
021230030220302220,"-122.2998046875, 47.59227263516611, -122.29843139648438, 47.59319877714463",47.59274,-122.29912,15,17,0.705659,0.047044,0.007793,0.134878
021230030202201231,"-122.32864379882812, 47.658912966519445, -122.3272705078125, 47.659837928509596",47.65938,-122.32796,13,15,0.705469,0.054267,0.007597,0.111388
021230021333132333,"-122.35610961914062, 47.54687159892238, -122.354736328125, 47.54779854409145",47.54734,-122.35542,13,16,0.705429,0.054264,0.006770,0.104763
021230021313113301,"-122.34786987304688, 47.68295665263569, -122.34649658203125, 47.68388118858139",47.68342,-122.34718,14,14,0.705383,0.050384,0.000511,0.215542
021230021313322323,"-122.38082885742188, 47.63578359086485, -122.37945556640625, 47.63670896254456",47.63625,-122.38014,16,17,0.705244,0.044078,0.001817,0.122689
021230030221233133,"-122.21328735351562, 47.580231297892745, -122.2119140625, 47.58115765295146",47.58069,-122.21260,13,15,0.705206,0.054247,0.009502,0.129449
021230030203130022,"-122.18994140625, 47.676484442213194, -122.18856811523438, 47.67740909285989",47.67695,-122.18925,18,18,0.705130,0.039174,0.000009,0.102402
021230030203103312,"-122.19268798828125, 47.68203210030428, -122.19131469726562, 47.68295665263569",47.68249,-122.19200,11,12,0.705103,0.064100,0.009916,0.215779
021230030222103120,"-122.2833251953125, 47.56633400505088, -122.28195190429688, 47.5672606059814",47.56680,-122.28264,16,19,0.705020,0.044064,0.001456,0.119594
021230021313323230,"-122.37396240234375, 47.63670896254456, -122.37258911132812, 47.63763431783611",47.63717,-122.37328,18,18,0.704949,0.039164,0.001035,0.109280
021230030203013311,"-122.21328735351562, 47.68295665263569, -122.2119140625, 47.68388118858139",47.68342,-122.21260,14,15,0.704913,0.050351,0.021682,0.118260
021230030202310000,"-122.27783203125, 47.66446249265729, -122.27645874023438, 47.66538735632655",47.66492,-122.27715,17,18,0.704859,0.041462,0.000096,0.139325
021230030202021231,"-122.32864379882812, 47.673710391956604, -122.3272705078125, 47.6746350917616",47.67417,-122.32796,12,14,0.704813,0.058734,0.000079,0.182968
021230021313112020,"-122.36572265625, 47.68480570814143, -122.36434936523438, 47.68573021131588",47.68527,-122.36504,9,10,0.704692,0.078299,0.018794,0.291068
021230021313322021,"-122.38632202148438, 47.640410285382224, -122.38494873046875, 47.64133557512158",47.64087,-122.38564,12,12,0.704631,0.058719,0.007148,0.121016
021230030202113033,"-122.26272583007812, 47.68388118858139, -122.2613525390625, 47.68480570814143",47.68434,-122.26204,15,16,0.704605,0.046974,0.011177,0.107780
021230030220232230,"-122.31903076171875, 47.577452134369686, -122.31765747070312, 47.57837853860191",47.57792,-122.31834,13,16,0.704604,0.054200,0.009088,0.119998
021230030220100033,"-122.29568481445312, 47.632081940263305, -122.2943115234375, 47.63300737749619",47.63254,-122.29500,10,11,0.704582,0.070458,0.011263,0.138242
021230030223131302,"-122.1734619140625, 47.556140312943384, -122.17208862304688, 47.557067094186735",47.55660,-122.17278,11,13,0.704562,0.064051,0.010546,0.208915
021230021331103003,"-122.37533569335938, 47.62652897270761, -122.37396240234375, 47.627454508271704",47.62699,-122.37465,16,18,0.704269,0.044017,0.006828,0.118203
021230030202010230,"-122.31903076171875, 47.68850362252605, -122.31765747070312, 47.689428060158555",47.68897,-122.31834,18,20,0.704140,0.039119,0.001748,0.087063
021230030202013002,"-122.310791015625, 47.68573021131588, -122.30941772460938, 47.68665469810476",47.68619,-122.31010,14,15,0.704112,0.050294,0.007898,0.140790
021230021313103021,"-122.37533569335938, 47.68480570814143, -122.37396240234375, 47.68573021131588",47.68527,-122.37465,12,14,0.704031,0.058669,0.000474,0.160668
021230021313100321,"-122.38082885742188, 47.68850362252605, -122.37945556640625, 47.689428060158555",47.68897,-122.38014,10,12,0.704007,0.070401,0.012414,0.108004
021230030223110001,"-122.18856811523438, 47.57559927673142, -122.18719482421875, 47.576525713746214",47.57606,-122.18788,16,17,0.703962,0.043998,0.002894,0.112506
021230021313121123,"-122.36984252929688, 47.676484442213194, -122.36846923828125, 47.67740909285989",47.67695,-122.36916,14,16,0.703827,0.050273,0.002143,0.196491
021230030203113132,"-122.17071533203125, 47.68388118858139, -122.16934204101562, 47.68480570814143",47.68434,-122.17003,14,17,0.703825,0.050273,0.006282,0.145074
021230021313102320,"-122.3822021484375, 47.68110753158711, -122.38082885742188, 47.68203210030428",47.68157,-122.38152,13,13,0.703780,0.054137,0.007371,0.107794
021230030221030212,"-122.23114013671875, 47.615421267605434, -122.22976684570312, 47.616346999837226",47.61588,-122.23045,13,13,0.703722,0.054132,0.011856,0.150528
021230021313132001,"-122.36434936523438, 47.67186094318795, -122.36297607421875, 47.6727856757654",47.67232,-122.36366,15,18,0.703708,0.046914,0.009202,0.134801
021230021313323221,"-122.37533569335938, 47.63670896254456, -122.37396240234375, 47.63763431783611",47.63717,-122.37465,18,23,0.703676,0.039093,0.000228,0.117070
021230030202000203,"-122.34237670898438, 47.689428060158555, -122.34100341796875, 47.6903524814057",47.68989,-122.34169,12,13,0.703569,0.058631,0.001126,0.165768
021230030220323203,"-122.28744506835938, 47.57837853860191, -122.28607177734375, 47.5793049264429",47.57884,-122.28676,11,12,0.703547,0.063959,0.004090,0.119232
021230030202112013,"-122.27371215820312, 47.68573021131588, -122.2723388671875, 47.68665469810476",47.68619,-122.27303,15,15,0.703500,0.046900,0.005362,0.119785
021230030223032321,"-122.22702026367188, 47.54779854409145, -122.22564697265625, 47.54872547286773",47.54826,-122.22633,11,13,0.703463,0.063951,0.015158,0.155159
021230021313103301,"-122.36984252929688, 47.68295665263569, -122.36846923828125, 47.68388118858139",47.68342,-122.36916,15,17,0.703320,0.046888,0.003748,0.108557
021230021313312113,"-122.35610961914062, 47.65613798222677, -122.354736328125, 47.65706299337808",47.65660,-122.35542,12,14,0.703106,0.058592,0.008597,0.134184
021230021333111333,"-122.34512329101562, 47.56911375866714, -122.34375, 47.570040310422456",47.56958,-122.34444,8,10,0.703044,0.087881,0.025593,0.263121
021230030203103130,"-122.19268798828125, 47.68480570814143, -122.19131469726562, 47.68573021131588",47.68527,-122.19200,10,11,0.702948,0.070295,0.000457,0.188178
021230030220031031,"-122.30667114257812, 47.61819841513311, -122.3052978515625, 47.619124098197325",47.61866,-122.30598,21,22,0.702914,0.033472,0.001420,0.138986
021230030222011223,"-122.30941772460938, 47.56911375866714, -122.30804443359375, 47.570040310422456",47.56958,-122.30873,12,13,0.702904,0.058575,0.010672,0.111671
021230030221203323,"-122.23800659179688, 47.5913464767971, -122.23663330078125, 47.59227263516611",47.59181,-122.23732,13,15,0.702853,0.054066,0.000714,0.163719
021230030220011012,"-122.30804443359375, 47.63393279834071, -122.30667114257812, 47.63485820279691",47.63440,-122.30736,11,12,0.702826,0.063893,0.014805,0.162728
021230030202302003,"-122.29843139648438, 47.65613798222677, -122.29705810546875, 47.65706299337808",47.65660,-122.29774,13,14,0.702813,0.054063,0.005174,0.101902
021230030222112133,"-122.26821899414062, 47.5654073877285, -122.266845703125, 47.56633400505088",47.56587,-122.26753,12,13,0.702796,0.058566,0.002258,0.164074
021230030221231221,"-122.22152709960938, 47.584862909276076, -122.22015380859375, 47.585789182379905",47.58533,-122.22084,16,17,0.702637,0.043915,0.001649,0.152770
021230030222132201,"-122.27645874023438, 47.549652385251264, -122.27508544921875, 47.55057928124212",47.55012,-122.27577,13,18,0.702637,0.054049,0.010973,0.144819
021230030220101130,"-122.28057861328125, 47.63300737749619, -122.27920532226562, 47.63393279834071",47.63347,-122.27989,18,20,0.702589,0.039033,0.005242,0.091358
021230030220012111,"-122.31216430664062, 47.627454508271704, -122.310791015625, 47.62838002744714",47.62792,-122.31148,11,13,0.702572,0.063870,0.012886,0.128788
021230030202202013,"-122.33963012695312, 47.65613798222677, -122.3382568359375, 47.65706299337808",47.65660,-122.33894,13,14,0.702487,0.054037,0.004610,0.132301
021230030202112031,"-122.27371215820312, 47.68480570814143, -122.2723388671875, 47.68573021131588",47.68527,-122.27303,11,12,0.702293,0.063845,0.007152,0.178298
021230030221331002,"-122.178955078125, 47.589494110887394, -122.17758178710938, 47.59042030203754",47.58996,-122.17827,12,13,0.702288,0.058524,0.003443,0.129683
021230030220223003,"-122.33139038085938, 47.5820839916191, -122.33001708984375, 47.58301031389572",47.58255,-122.33070,15,15,0.702222,0.046815,0.001057,0.150416
021230030203011333,"-122.21328735351562, 47.68757916850813, -122.2119140625, 47.68850362252605",47.68804,-122.21260,12,12,0.702159,0.058513,0.011682,0.129506
021230021313213110,"-122.39044189453125, 47.65706299337808, -122.38906860351562, 47.657987988142274",47.65753,-122.38976,14,16,0.701923,0.050137,0.000473,0.131805
021230030220320032,"-122.29705810546875, 47.58764167941512, -122.29568481445312, 47.5885679033466",47.58810,-122.29637,14,15,0.701913,0.050137,0.012284,0.135826
021230030221233100,"-122.2174072265625, 47.58301031389572, -122.21603393554688, 47.583936619781355",47.58347,-122.21672,9,10,0.701901,0.077989,0.024368,0.152544
021230030222121132,"-122.28057861328125, 47.55799385903776, -122.27920532226562, 47.55892060749653",47.55846,-122.27989,10,12,0.701759,0.070176,0.028500,0.150138
021230030202021223,"-122.33139038085938, 47.6727856757654, -122.33001708984375, 47.673710391956604",47.67325,-122.33070,15,15,0.701699,0.046780,0.007553,0.096939
021230030221302120,"-122.2064208984375, 47.595977104737685, -122.20504760742188, 47.5969031811547",47.59644,-122.20573,8,10,0.701455,0.087682,0.007714,0.217753
021230030221323112,"-122.19268798828125, 47.5820839916191, -122.19131469726562, 47.58301031389572",47.58255,-122.19200,9,9,0.701404,0.077934,0.000279,0.199080
021230021333101210,"-122.37396240234375, 47.57189336475818, -122.37258911132812, 47.572819867338694",47.57236,-122.37328,15,18,0.701367,0.046758,0.001098,0.201067
021230030203102211,"-122.20779418945312, 47.68295665263569, -122.2064208984375, 47.68388118858139",47.68342,-122.20711,10,11,0.701212,0.070121,0.016791,0.110192
021230021313031321,"-122.39181518554688, 47.673710391956604, -122.39044189453125, 47.6746350917616",47.67417,-122.39113,11,13,0.700996,0.063727,0.014850,0.165794
021230021313320003,"-122.38632202148438, 47.64873730307524, -122.38494873046875, 47.64966244532502",47.64920,-122.38564,11,11,0.700992,0.063727,0.000894,0.127522
021230021313120012,"-122.38494873046875, 47.67833372712058, -122.38357543945312, 47.67925834499531",47.67880,-122.38426,16,18,0.700883,0.043805,0.000528,0.114648
021230030223010233,"-122.22976684570312, 47.56911375866714, -122.2283935546875, 47.570040310422456",47.56958,-122.22908,13,15,0.700867,0.053913,0.001967,0.139273
021230030203232033,"-122.22976684570312, 47.63948497925489, -122.2283935546875, 47.640410285382224",47.63995,-122.22908,12,14,0.700825,0.058402,0.003544,0.131866
021230030222012313,"-122.31216430664062, 47.563554103908075, -122.310791015625, 47.564480754014255",47.56402,-122.31148,12,13,0.700824,0.058402,0.002328,0.268190
021230030220300133,"-122.29019165039062, 47.6024592954631, -122.288818359375, 47.603385257149334",47.60292,-122.28951,15,16,0.700812,0.046721,0.005806,0.110798
021230030232200002,"-122.16796875, 47.5450176594057, -122.16659545898438, 47.54594463736048",47.54548,-122.16728,9,11,0.700600,0.077844,0.005859,0.253927
021230030220302311,"-122.29019165039062, 47.5941249027327, -122.288818359375, 47.59505101193037",47.59459,-122.28951,10,11,0.700341,0.070034,0.001223,0.152006
021230030202332021,"-122.27645874023438, 47.640410285382224, -122.27508544921875, 47.64133557512158",47.64087,-122.27577,11,11,0.700331,0.063666,0.005314,0.194196
021230021313231331,"-122.38906860351562, 47.644111346012295, -122.3876953125, 47.64503657020023",47.64457,-122.38838,17,17,0.700268,0.041192,0.000260,0.137009
021230021333132302,"-122.3602294921875, 47.54872547286773, -122.35885620117188, 47.549652385251264",47.54919,-122.35954,13,14,0.700200,0.053862,0.010818,0.141928
021230030221232213,"-122.22976684570312, 47.57837853860191, -122.2283935546875, 47.5793049264429",47.57884,-122.22908,10,12,0.700164,0.070016,0.020317,0.265833
021230030221331203,"-122.17758178710938, 47.585789182379905, -122.17620849609375, 47.586715439092906",47.58625,-122.17690,17,17,0.700081,0.041181,0.006319,0.123497
021230030221322210,"-122.20916748046875, 47.5793049264429, -122.20779418945312, 47.580231297892745",47.57977,-122.20848,13,15,0.699957,0.053843,0.019969,0.089311
021230030220330110,"-122.26959228515625, 47.59042030203754, -122.26821899414062, 47.5913464767971",47.59088,-122.26891,16,18,0.699903,0.043744,0.008678,0.108902
021230030223100020,"-122.2119140625, 47.57374635352771, -122.21054077148438, 47.574672823325265",47.57421,-122.21123,10,13,0.699864,0.069986,0.012915,0.142137
021230030220102130,"-122.29156494140625, 47.62560342075481, -122.29019165039062, 47.62652897270761",47.62607,-122.29088,16,18,0.699738,0.043734,0.000081,0.167236
021230021331333013,"-122.35061645507812, 47.5820839916191, -122.3492431640625, 47.58301031389572",47.58255,-122.34993,14,16,0.699731,0.049981,0.000508,0.136895
021230021331323120,"-122.3712158203125, 47.58115765295146, -122.36984252929688, 47.5820839916191",47.58162,-122.37053,9,10,0.699593,0.077733,0.023837,0.155979
021230030221300302,"-122.2064208984375, 47.60060732292069, -122.20504760742188, 47.6015333173869",47.60107,-122.20573,9,9,0.699576,0.077731,0.007930,0.340511
021230030221311230,"-122.17620849609375, 47.59968131206439, -122.17483520507812, 47.60060732292069",47.60014,-122.17552,12,13,0.699477,0.058290,0.007832,0.126871
021230030202233221,"-122.30941772460938, 47.63670896254456, -122.30804443359375, 47.63763431783611",47.63717,-122.30873,10,12,0.699159,0.069916,0.000097,0.235309
021230021333301101,"-122.36984252929688, 47.54594463736048, -122.36846923828125, 47.54687159892238",47.54641,-122.36916,14,15,0.699091,0.049935,0.012103,0.114910
021230030222102330,"-122.29156494140625, 47.56262743740991, -122.29019165039062, 47.563554103908075",47.56309,-122.29088,16,16,0.699026,0.043689,0.001029,0.134121
021230030222201310,"-122.32452392578125, 47.54223662718361, -122.32315063476562, 47.54316365431732",47.54270,-122.32384,14,16,0.698932,0.049924,0.014359,0.108089
021230030202322200,"-122.2998046875, 47.63855965673953, -122.29843139648438, 47.63948497925489",47.63902,-122.29912,14,15,0.698907,0.049922,0.004209,0.157559
021230030203131332,"-122.17071533203125, 47.6727856757654, -122.16934204101562, 47.673710391956604",47.67325,-122.17003,16,17,0.698811,0.043676,0.000459,0.119779
021230021313303011,"-122.37258911132812, 47.65706299337808, -122.3712158203125, 47.657987988142274",47.65753,-122.37190,10,12,0.698572,0.069857,0.006449,0.183890
