geography,bounds,xlat,xlon,day_count,source_rows,activity_sum,activity_mean_per_day,activity_min,activity_max
021230030221113111,"-122.16934204101562, 47.627454508271704, -122.16796875, 47.62838002744714",47.62792,-122.16866,25,31,3.053394,0.122136,0.009677,0.295315
021230030202213230,"-122.30804443359375, 47.651512680662215, -122.30667114257812, 47.652437773749696",47.65198,-122.30736,22,29,3.052749,0.138761,0.018963,0.389960
021230021313120113,"-122.37808227539062, 47.67833372712058, -122.376708984375, 47.67925834499531",47.67880,-122.37740,26,33,3.050164,0.117314,0.000553,0.339495
021230030221310002,"-122.18994140625, 47.60431120244565, -122.18856811523438, 47.6052371313521",47.60477,-122.18925,21,25,3.049798,0.145228,0.020635,0.348633
021230030203233031,"-122.21878051757812, 47.640410285382224, -122.2174072265625, 47.64133557512158",47.64087,-122.21809,27,28,3.040990,0.112629,0.000018,0.252662
021230030223131111,"-122.16934204101562, 47.56077405523747, -122.16796875, 47.56170075451973",47.56124,-122.16866,26,27,3.040124,0.116928,0.000504,0.258530
021230030202100312,"-122.29156494140625, 47.689428060158555, -122.29019165039062, 47.6903524814057",47.68989,-122.29088,23,28,3.036399,0.132017,0.000041,0.286858
021230030222003221,"-122.33139038085938, 47.56262743740991, -122.33001708984375, 47.563554103908075",47.56309,-122.33070,22,25,3.034830,0.137947,0.016541,0.259604
021230030223111123,"-122.17208862304688, 47.572819867338694, -122.17071533203125, 47.57374635352771",47.57328,-122.17140,26,29,3.032337,0.116628,0.020331,0.313304
021230030221121101,"-122.19406127929688, 47.62004976487242, -122.19268798828125, 47.62097541515848",47.62051,-122.19337,25,28,3.031099,0.121244,0.001793,0.265924
021230021313113321,"-122.34786987304688, 47.68110753158711, -122.34649658203125, 47.68203210030428",47.68157,-122.34718,23,27,3.028803,0.131687,0.007096,0.429204
021230030222200132,"-122.33551025390625, 47.54316365431732, -122.33413696289062, 47.54409066505799",47.54363,-122.33482,25,29,3.028349,0.121134,0.000542,0.284592
021230030220210310,"-122.31353759765625, 47.6015333173869, -122.31216430664062, 47.6024592954631",47.60200,-122.31285,24,32,3.022697,0.125946,0.015074,0.383331
021230030220011310,"-122.30255126953125, 47.63115648664201, -122.30117797851562, 47.632081940263305",47.63162,-122.30186,26,29,3.021472,0.116210,0.003742,0.297409
021230030220102221,"-122.29843139648438, 47.62190104905555, -122.29705810546875, 47.62282666656367",47.62236,-122.29774,24,26,3.021432,0.125893,0.006289,0.330369
021230030220210022,"-122.32177734375, 47.6024592954631, -122.32040405273438, 47.603385257149334",47.60292,-122.32109,26,29,3.020535,0.116174,0.000141,0.287520
021230030221123021,"-122.19955444335938, 47.610792360606226, -122.19818115234375, 47.61171817478493",47.61126,-122.19887,24,24,3.019601,0.125817,0.008657,0.295367
021230030221103331,"-122.19131469726562, 47.62190104905555, -122.18994140625, 47.62282666656367",47.62236,-122.19063,25,27,3.019117,0.120765,0.015185,0.259977
021230021313311000,"-122.354736328125, 47.66446249265729, -122.35336303710938, 47.66538735632655",47.66492,-122.35405,24,31,3.018114,0.125755,0.000269,0.312461
021230030221103323,"-122.19406127929688, 47.62097541515848, -122.19268798828125, 47.62190104905555",47.62144,-122.19337,29,33,3.016816,0.104028,0.005404,0.317049
021230021313331100,"-122.3492431640625, 47.64966244532502, -122.34786987304688, 47.65058757118734",47.65013,-122.34856,27,29,3.015155,0.111672,0.003638,0.332034
021230030220222121,"-122.33688354492188, 47.58115765295146, -122.33551025390625, 47.5820839916191",47.58162,-122.33620,20,20,3.014277,0.150714,0.003377,0.355181
021230030202212210,"-122.31903076171875, 47.653362850449845, -122.31765747070312, 47.65428791076272",47.65383,-122.31834,27,32,3.007249,0.111380,0.021106,0.253880
021230030202003231,"-122.32864379882812, 47.68110753158711, -122.3272705078125, 47.68203210030428",47.68157,-122.32796,28,33,3.004375,0.107299,0.014705,0.273029
021230030221111202,"-122.178955078125, 47.63023101663225, -122.17758178710938, 47.63115648664201",47.63069,-122.17827,26,28,3.002409,0.115477,0.012365,0.257110
021230021333112021,"-122.36434936523438, 47.56633400505088, -122.36297607421875, 47.5672606059814",47.56680,-122.36366,28,31,3.001770,0.107206,0.007418,0.257990
021230030203121032,"-122.19818115234375, 47.676484442213194, -122.19680786132812, 47.67740909285989",47.67695,-122.19749,21,28,3.000441,0.142878,0.007631,0.280074
021230021313301032,"-122.37396240234375, 47.661687803329166, -122.37258911132812, 47.662612716158655",47.66215,-122.37328,24,29,2.999648,0.124985,0.007154,0.510419
021230030222032202,"-122.32177734375, 47.54872547286773, -122.32040405273438, 47.549652385251264",47.54919,-122.32109,20,22,2.999088,0.149954,0.021165,0.528314
021230030223301102,"-122.1954345703125, 47.5450176594057, -122.19406127929688, 47.54594463736048",47.54548,-122.19475,24,28,2.998421,0.124934,0.021993,0.253080
021230030220203231,"-122.32864379882812, 47.59227263516611, -122.3272705078125, 47.59319877714463",47.59274,-122.32796,28,31,2.998159,0.107077,0.000547,0.338605
021230030220000231,"-122.33963012695312, 47.62930553023398, -122.3382568359375, 47.63023101663225",47.62977,-122.33894,23,26,2.997647,0.130332,0.006990,1.231401
021230030202030033,"-122.31765747070312, 47.676484442213194, -122.3162841796875, 47.67740909285989",47.67695,-122.31697,23,26,2.996067,0.130264,0.004169,0.307126
021230030222001032,"-122.33001708984375, 47.572819867338694, -122.32864379882812, 47.57374635352771",47.57328,-122.32933,25,27,2.993219,0.119729,0.015003,0.237992
021230030221111311,"-122.16934204101562, 47.63115648664201, -122.16796875, 47.632081940263305",47.63162,-122.16866,25,29,2.992304,0.119692,0.000950,0.511694
021230030221132012,"-122.18719482421875, 47.61171817478493, -122.18582153320312, 47.61264397257417",47.61218,-122.18651,24,27,2.988511,0.124521,0.006467,1.303265
021230030220003220,"-122.332763671875, 47.62190104905555, -122.33139038085938, 47.62282666656367",47.62236,-122.33208,24,28,2.985588,0.124399,0.009144,0.270166
021230030202210131,"-122.31216430664062, 47.662612716158655, -122.310791015625, 47.66353761260135",47.66308,-122.31148,25,32,2.984898,0.119396,0.000351,0.335384
021230030202300013,"-122.29568481445312, 47.66353761260135, -122.2943115234375, 47.66446249265729",47.66400,-122.29500,25,28,2.984048,0.119362,0.000563,0.421080
021230030221331221,"-122.17758178710938, 47.584862909276076, -122.17620849609375, 47.585789182379905",47.58533,-122.17690,25,32,2.983472,0.119339,0.027308,0.238558
021230030203131020,"-122.178955078125, 47.67740909285989, -122.17758178710938, 47.67833372712058",47.67787,-122.17827,21,22,2.981338,0.141968,0.010878,0.580286
021230021331111200,"-122.354736328125, 47.63115648664201, -122.35336303710938, 47.632081940263305",47.63162,-122.35405,25,30,2.981226,0.119249,0.007193,0.901913
021230030202123213,"-122.28469848632812, 47.667237034505156, -122.2833251953125, 47.66816184901461",47.66770,-122.28401,24,26,2.979864,0.124161,0.006019,0.250047
021230030222011301,"-122.30392456054688, 47.57189336475818, -122.30255126953125, 47.572819867338694",47.57236,-122.30324,25,32,2.979474,0.119179,0.001053,0.911123
021230030220320111,"-122.29019165039062, 47.59042030203754, -122.288818359375, 47.5913464767971",47.59088,-122.28951,25,34,2.977798,0.119112,0.023240,0.286686
021230021331113320,"-122.3492431640625, 47.62190104905555, -122.34786987304688, 47.62282666656367",47.62236,-122.34856,25,29,2.977634,0.119105,0.004923,0.434105
021230030202200011,"-122.33963012695312, 47.66446249265729, -122.3382568359375, 47.66538735632655",47.66492,-122.33894,25,26,2.976447,0.119058,0.006152,0.269807
021230030202003212,"-122.33001708984375, 47.68203210030428, -122.32864379882812, 47.68295665263569",47.68249,-122.32933,25,29,2.975701,0.119028,0.006791,0.283813
021230030221101133,"-122.19131469726562, 47.632081940263305, -122.18994140625, 47.63300737749619",47.63254,-122.19063,25,29,2.975138,0.119006,0.009135,0.250413
021230030221123101,"-122.19406127929688, 47.61264397257417, -122.19268798828125, 47.61356975397396",47.61311,-122.19337,24,28,2.971841,0.123827,0.013777,0.293645
021230030202200001,"-122.34237670898438, 47.66446249265729, -122.34100341796875, 47.66538735632655",47.66492,-122.34169,24,27,2.969102,0.123713,0.006360,0.328485
021230021313300112,"-122.37945556640625, 47.66353761260135, -122.37808227539062, 47.66446249265729",47.66400,-122.37877,23,29,2.968551,0.129067,0.001235,0.441044
021230030222022031,"-122.33963012695312, 47.551506160840326, -122.3382568359375, 47.552433024045946",47.55197,-122.33894,18,19,2.968535,0.164919,0.014398,1.229632
021230021331110231,"-122.36160278320312, 47.62930553023398, -122.3602294921875, 47.63023101663225",47.62977,-122.36092,27,27,2.966478,0.109870,0.002029,0.277206
021230030202333031,"-122.26272583007812, 47.640410285382224, -122.2613525390625, 47.64133557512158",47.64087,-122.26204,26,28,2.965029,0.114040,0.006512,0.234405
021230021313122122,"-122.3822021484375, 47.669086647137576, -122.38082885742188, 47.67001142887408",47.66955,-122.38152,25,30,2.960313,0.118413,0.002068,0.293208
021230030202210123,"-122.31491088867188, 47.661687803329166, -122.31353759765625, 47.662612716158655",47.66215,-122.31422,26,26,2.959574,0.113830,0.004767,0.376430
021230021313302311,"-122.37808227539062, 47.653362850449845, -122.376708984375, 47.65428791076272",47.65383,-122.37740,26,32,2.958432,0.113786,0.000091,0.253939
021230030202002031,"-122.33963012695312, 47.68480570814143, -122.3382568359375, 47.68573021131588",47.68527,-122.33894,22,28,2.957791,0.134445,0.011677,0.295224
021230030220221232,"-122.33001708984375, 47.583936619781355, -122.32864379882812, 47.584862909276076",47.58440,-122.32933,22,25,2.955406,0.134337,0.002365,0.254633
021230021313332011,"-122.36160278320312, 47.642260848473, -122.3602294921875, 47.64318610543656",47.64272,-122.36092,27,28,2.955072,0.109447,0.014144,0.270900
021230030222020300,"-122.3382568359375, 47.557067094186735, -122.33688354492188, 47.55799385903776",47.55753,-122.33757,22,26,2.954382,0.134290,0.003987,0.684166
021230030202333131,"-122.25723266601562, 47.640410285382224, -122.255859375, 47.64133557512158",47.64087,-122.25655,24,25,2.954370,0.123099,0.012194,0.259613
021230030222020330,"-122.33551025390625, 47.55521351530768, -122.33413696289062, 47.556140312943384",47.55568,-122.33482,23,30,2.953765,0.128425,0.000991,0.832863
021230030222001300,"-122.3272705078125, 47.57189336475818, -122.32589721679688, 47.572819867338694",47.57236,-122.32658,26,32,2.949698,0.113450,0.008452,0.260932
021230021313102133,"-122.37808227539062, 47.68388118858139, -122.376708984375, 47.68480570814143",47.68434,-122.37740,26,31,2.949568,0.113445,0.017144,0.298437
021230030202122310,"-122.29156494140625, 47.66816184901461, -122.29019165039062, 47.669086647137576",47.66862,-122.29088,24,32,2.949495,0.122896,0.001550,0.290090
021230030220003311,"-122.32315063476562, 47.623752267682875, -122.32177734375, 47.62467785241324",47.62422,-122.32246,27,30,2.945637,0.109098,0.004291,0.606450
021230021313313222,"-122.354736328125, 47.65058757118734, -122.35336303710938, 47.651512680662215",47.65105,-122.35405,27,30,2.944903,0.109070,0.007874,0.234754
021230030221103202,"-122.200927734375, 47.62282666656367, -122.19955444335938, 47.623752267682875",47.62329,-122.20024,22,24,2.942119,0.133733,0.000020,0.480434
021230021313321000,"-122.376708984375, 47.64966244532502, -122.37533569335938, 47.65058757118734",47.65013,-122.37602,24,26,2.941592,0.122566,0.008105,0.249016
021230030202032312,"-122.31353759765625, 47.667237034505156, -122.31216430664062, 47.66816184901461",47.66770,-122.31285,26,29,2.938648,0.113025,0.016232,0.248921
021230030222121030,"-122.28607177734375, 47.55892060749653, -122.28469848632812, 47.559847339563085",47.55938,-122.28539,24,28,2.936707,0.122363,0.003395,0.333280
021230030222032211,"-122.31765747070312, 47.549652385251264, -122.3162841796875, 47.55057928124212",47.55012,-122.31697,29,35,2.930615,0.101056,0.000781,0.294218
021230030202003230,"-122.33001708984375, 47.68110753158711, -122.32864379882812, 47.68203210030428",47.68157,-122.32933,24,27,2.929019,0.122042,0.007780,0.367764
021230021333120012,"-122.38494873046875, 47.559847339563085, -122.38357543945312, 47.56077405523747",47.56031,-122.38426,24,26,2.927930,0.121997,0.012513,0.268268
021230030202032330,"-122.31353759765625, 47.66631220360915, -122.31216430664062, 47.667237034505156",47.66677,-122.31285,27,32,2.926858,0.108402,0.006030,0.401693
021230030220023100,"-122.3272705078125, 47.61264397257417, -122.32589721679688, 47.61356975397396",47.61311,-122.32658,26,29,2.924027,0.112463,0.000268,0.340526
021230021333111321,"-122.34786987304688, 47.570040310422456, -122.34649658203125, 47.57096684578611",47.57050,-122.34718,24,28,2.923456,0.121811,0.001582,0.265933
021230030220320023,"-122.29843139648438, 47.58764167941512, -122.29705810546875, 47.5885679033466",47.58810,-122.29774,24,29,2.921110,0.121713,0.003702,0.300873
021230021333301002,"-122.376708984375, 47.5450176594057, -122.37533569335938, 47.54594463736048",47.54548,-122.37602,27,31,2.920788,0.108177,0.008551,0.250391
021230030220211333,"-122.30117797851562, 47.59875528481801, -122.2998046875, 47.59968131206439",47.59922,-122.30049,28,34,2.917461,0.104195,0.015294,0.298234
021230030202012310,"-122.31353759765625, 47.68295665263569, -122.31216430664062, 47.68388118858139",47.68342,-122.31285,21,25,2.915756,0.138846,0.001740,0.570036
021230030202202202,"-122.34375, 47.652437773749696, -122.34237670898438, 47.653362850449845",47.65290,-122.34306,23,28,2.912492,0.126630,0.007609,0.271640
021230030221221132,"-122.23663330078125, 47.58764167941512, -122.23526000976562, 47.5885679033466",47.58810,-122.23595,26,28,2.912023,0.112001,0.014435,0.274829
021230030202202222,"-122.34375, 47.65058757118734, -122.34237670898438, 47.651512680662215",47.65105,-122.34306,24,26,2.911930,0.121330,0.015171,0.420047
021230030222003133,"-122.32315063476562, 47.5654073877285, -122.32177734375, 47.56633400505088",47.56587,-122.32246,26,32,2.908647,0.111871,0.000972,0.288118
021230030220003313,"-122.32315063476562, 47.62282666656367, -122.32177734375, 47.623752267682875",47.62329,-122.32246,24,29,2.907831,0.121160,0.005555,0.255634
021230030202220132,"-122.33551025390625, 47.646886969412996, -122.33413696289062, 47.647812144437914",47.64735,-122.33482,27,30,2.906885,0.107662,0.007620,0.347705
021230030220012320,"-122.3162841796875, 47.62190104905555, -122.31491088867188, 47.62282666656367",47.62236,-122.31560,26,32,2.906850,0.111802,0.002549,0.378303
021230030220030031,"-122.31765747070312, 47.61819841513311, -122.3162841796875, 47.619124098197325",47.61866,-122.31697,23,26,2.906765,0.126381,0.001229,0.363346
021230021331233122,"-122.3931884765625, 47.580231297892745, -122.39181518554688, 47.58115765295146",47.58069,-122.39250,24,28,2.906744,0.121114,0.013856,0.270119
021230030220030211,"-122.31765747070312, 47.616346999837226, -122.3162841796875, 47.61727271567976",47.61681,-122.31697,25,28,2.903867,0.116155,0.000509,0.223241
021230021331131012,"-122.35198974609375, 47.619124098197325, -122.35061645507812, 47.62004976487242",47.61959,-122.35130,25,29,2.903077,0.116123,0.002689,0.303111
021230030202030032,"-122.31903076171875, 47.676484442213194, -122.31765747070312, 47.67740909285989",47.67695,-122.31834,29,34,2.902738,0.100094,0.002614,0.368669
021230030202202220,"-122.34375, 47.651512680662215, -122.34237670898438, 47.652437773749696",47.65198,-122.34306,23,28,2.902255,0.126185,0.003094,0.392109
021230021313110313,"-122.35610961914062, 47.689428060158555, -122.354736328125, 47.6903524814057",47.68989,-122.35542,25,30,2.902098,0.116084,0.015565,0.386410
021230030220033100,"-122.3052978515625, 47.61264397257417, -122.30392456054688, 47.61356975397396",47.61311,-122.30461,27,33,2.899849,0.107402,0.009300,0.246541
021230030202032133,"-122.31216430664062, 47.669086647137576, -122.310791015625, 47.67001142887408",47.66955,-122.31148,28,31,2.898257,0.103509,0.007793,0.282124
021230030221132100,"-122.1844482421875, 47.61264397257417, -122.18307495117188, 47.61356975397396",47.61311,-122.18376,26,34,2.896419,0.111401,0.006786,0.231164
021230030222023031,"-122.32864379882812, 47.551506160840326, -122.3272705078125, 47.552433024045946",47.55197,-122.32796,23,29,2.893588,0.125808,0.008225,0.301629
021230030212220200,"-122.16796875, 47.645961778000455, -122.16659545898438, 47.646886969412996",47.64642,-122.16728,14,16,2.893128,0.206652,0.024339,1.144899
021230030202212011,"-122.31765747070312, 47.65706299337808, -122.3162841796875, 47.657987988142274",47.65753,-122.31697,25,29,2.892782,0.115711,0.003922,0.289679
021230030220021310,"-122.32452392578125, 47.616346999837226, -122.32315063476562, 47.61727271567976",47.61681,-122.32384,27,30,2.891475,0.107092,0.012359,0.257902
021230030203100203,"-122.21054077148438, 47.689428060158555, -122.20916748046875, 47.6903524814057",47.68989,-122.20985,22,25,2.890027,0.131365,0.015559,0.256798
021230030220331121,"-122.25997924804688, 47.5885679033466, -122.25860595703125, 47.589494110887394",47.58903,-122.25929,23,25,2.888308,0.125579,0.003272,0.221250
021230030221121002,"-122.200927734375, 47.619124098197325, -122.19955444335938, 47.62004976487242",47.61959,-122.20024,27,31,2.888294,0.106974,0.009040,0.260557
021230030202022230,"-122.34100341796875, 47.66631220360915, -122.33963012695312, 47.667237034505156",47.66677,-122.34032,29,35,2.888217,0.099594,0.000904,0.277433
021230030202212211,"-122.31765747070312, 47.653362850449845, -122.3162841796875, 47.65428791076272",47.65383,-122.31697,23,32,2.887755,0.125555,0.006856,0.284442
021230030202300310,"-122.29156494140625, 47.660762874112834, -122.29019165039062, 47.661687803329166",47.66123,-122.29088,23,26,2.886500,0.125500,0.001187,0.272867
021230021333110330,"-122.35748291015625, 47.570040310422456, -122.35610961914062, 47.57096684578611",47.57050,-122.35680,24,28,2.884399,0.120183,0.013629,0.275886
021230030220223320,"-122.3272705078125, 47.577452134369686, -122.32589721679688, 47.57837853860191",47.57792,-122.32658,21,26,2.882412,0.137258,0.014942,0.274545
021230021313333303,"-122.34786987304688, 47.63763431783611, -122.34649658203125, 47.63855965673953",47.63810,-122.34718,26,34,2.881971,0.110845,0.008229,0.377307
021230021333122200,"-122.3876953125, 47.549652385251264, -122.38632202148438, 47.55057928124212",47.55012,-122.38701,24,26,2.880007,0.120000,0.001331,1.189073
021230030220101221,"-122.28744506835938, 47.62930553023398, -122.28607177734375, 47.63023101663225",47.62977,-122.28676,27,36,2.874982,0.106481,0.004157,0.252057
021230030202002011,"-122.33963012695312, 47.68665469810476, -122.3382568359375, 47.68757916850813",47.68712,-122.33894,27,31,2.874528,0.106464,0.000428,0.326118
021230030221123011,"-122.19680786132812, 47.61264397257417, -122.1954345703125, 47.61356975397396",47.61311,-122.19612,26,31,2.872939,0.110498,0.005665,0.262583
021230030220213201,"-122.30941772460938, 47.5941249027327, -122.30804443359375, 47.59505101193037",47.59459,-122.30873,25,28,2.870090,0.114804,0.000902,0.993824
021230030202202030,"-122.34100341796875, 47.65521295468833, -122.33963012695312, 47.65613798222677",47.65568,-122.34032,26,32,2.869716,0.110374,0.017431,0.327577
021230030202332110,"-122.26959228515625, 47.642260848473, -122.26821899414062, 47.64318610543656",47.64272,-122.26891,25,28,2.869563,0.114783,0.006296,0.271426
021230030220001221,"-122.33139038085938, 47.62930553023398, -122.33001708984375, 47.63023101663225",47.62977,-122.33070,21,25,2.869319,0.136634,0.016158,1.092546
021230021313123333,"-122.36709594726562, 47.66538735632655, -122.36572265625, 47.66631220360915",47.66585,-122.36641,24,28,2.866797,0.119450,0.000981,0.557776
021230030202301123,"-122.28195190429688, 47.661687803329166, -122.28057861328125, 47.662612716158655",47.66215,-122.28127,26,30,2.866620,0.110255,0.001270,0.237169
021230030203323011,"-122.19680786132812, 47.642260848473, -122.1954345703125, 47.64318610543656",47.64272,-122.19612,24,28,2.866138,0.119422,0.015125,0.284420
021230030202220130,"-122.33551025390625, 47.647812144437914, -122.33413696289062, 47.64873730307524",47.64827,-122.33482,29,33,2.862079,0.098692,0.004141,0.308108
021230030223132122,"-122.1844482421875, 47.55057928124212, -122.18307495117188, 47.551506160840326",47.55104,-122.18376,25,29,2.861118,0.114445,0.006722,0.236008
021230030220021002,"-122.332763671875, 47.619124098197325, -122.33139038085938, 47.62004976487242",47.61959,-122.33208,26,31,2.861099,0.110042,0.003184,0.347529
021230030220210013,"-122.31765747070312, 47.60431120244565, -122.3162841796875, 47.6052371313521",47.60477,-122.31697,26,29,2.859890,0.109996,0.000440,0.286527
021230021333111230,"-122.35198974609375, 47.570040310422456, -122.35061645507812, 47.57096684578611",47.57050,-122.35130,24,28,2.857774,0.119074,0.005445,0.391441
021230030221112110,"-122.18170166015625, 47.627454508271704, -122.18032836914062, 47.62838002744714",47.62792,-122.18102,24,28,2.857560,0.119065,0.001154,0.836328
021230030202221302,"-122.3272705078125, 47.64503657020023, -122.32589721679688, 47.645961778000455",47.64550,-122.32658,25,32,2.851944,0.114078,0.007776,1.002098
021230030220013012,"-122.30804443359375, 47.62652897270761, -122.30667114257812, 47.627454508271704",47.62699,-122.30736,21,25,2.850028,0.135716,0.011856,0.314257
021230030220222111,"-122.33413696289062, 47.58301031389572, -122.332763671875, 47.583936619781355",47.58347,-122.33345,27,30,2.849673,0.105543,0.007443,0.320964
021230030221120112,"-122.20367431640625, 47.619124098197325, -122.20230102539062, 47.62004976487242",47.61959,-122.20299,24,27,2.849425,0.118726,0.001552,0.251156
021230030220232123,"-122.31491088867188, 47.580231297892745, -122.31353759765625, 47.58115765295146",47.58069,-122.31422,22,27,2.845947,0.129361,0.022751,0.474907
021230021313111301,"-122.34786987304688, 47.6903524814057, -122.34649658203125, 47.691276886267545",47.69081,-122.34718,22,24,2.841432,0.129156,0.009013,0.581406
021230030203302101,"-122.20504760742188, 47.65706299337808, -122.20367431640625, 47.657987988142274",47.65753,-122.20436,26,30,2.840355,0.109244,0.016978,0.300718
021230021331130110,"-122.35748291015625, 47.62004976487242, -122.35610961914062, 47.62097541515848",47.62051,-122.35680,25,27,2.839905,0.113596,0.010414,0.234330
021230030221321310,"-122.19268798828125, 47.586715439092906, -122.19131469726562, 47.58764167941512",47.58718,-122.19200,23,24,2.837911,0.123387,0.000211,0.205572
021230030221130131,"-122.18032836914062, 47.61819841513311, -122.178955078125, 47.619124098197325",47.61866,-122.17964,26,27,2.836636,0.109101,0.007204,0.233225
021230021331103010,"-122.37396240234375, 47.627454508271704, -122.37258911132812, 47.62838002744714",47.62792,-122.37328,23,27,2.834790,0.123252,0.003024,0.484799
021230030220200033,"-122.33963012695312, 47.6024592954631, -122.3382568359375, 47.603385257149334",47.60292,-122.33894,25,28,2.833530,0.113341,0.005164,0.337281
021230030220100021,"-122.29843139648438, 47.63300737749619, -122.29705810546875, 47.63393279834071",47.63347,-122.29774,27,34,2.832414,0.104904,0.000806,0.261125
021230030221111322,"-122.1734619140625, 47.62838002744714, -122.17208862304688, 47.62930553023398",47.62884,-122.17278,27,32,2.830728,0.104842,0.005123,0.266105
021230030202221322,"-122.3272705078125, 47.64318610543656, -122.32589721679688, 47.644111346012295",47.64365,-122.32658,29,34,2.828699,0.097541,0.010708,0.330828
021230030220002333,"-122.33413696289062, 47.62097541515848, -122.332763671875, 47.62190104905555",47.62144,-122.33345,25,29,2.828188,0.113128,0.001728,0.363266
021230030223111301,"-122.17208862304688, 47.57189336475818, -122.17071533203125, 47.572819867338694",47.57236,-122.17140,24,28,2.822524,0.117605,0.005845,0.250828
021230030202223322,"-122.3272705078125, 47.63578359086485, -122.32589721679688, 47.63670896254456",47.63625,-122.32658,26,33,2.820963,0.108499,0.010115,0.578239
021230021313133121,"-122.34786987304688, 47.67001142887408, -122.34649658203125, 47.67093619422418",47.67047,-122.34718,24,27,2.820839,0.117535,0.000274,0.361557
021230021313333112,"-122.34649658203125, 47.64133557512158, -122.34512329101562, 47.642260848473",47.64180,-122.34581,25,27,2.818204,0.112728,0.000980,0.344025
021230030202210121,"-122.31491088867188, 47.662612716158655, -122.31353759765625, 47.66353761260135",47.66308,-122.31422,24,27,2.817900,0.117413,0.006583,0.311053
021230030202211000,"-122.310791015625, 47.66446249265729, -122.30941772460938, 47.66538735632655",47.66492,-122.31010,24,27,2.817566,0.117399,0.008246,0.254690
021230021313313031,"-122.35061645507812, 47.65521295468833, -122.3492431640625, 47.65613798222677",47.65568,-122.34993,28,36,2.816837,0.100601,0.001897,0.292213
021230030202020323,"-122.33688354492188, 47.6727856757654, -122.33551025390625, 47.673710391956604",47.67325,-122.33620,27,33,2.815524,0.104279,0.015833,0.223858
021230030222001333,"-122.32315063476562, 47.56911375866714, -122.32177734375, 47.570040310422456",47.56958,-122.32246,25,29,2.814202,0.112568,0.000939,0.214941
021230021313313230,"-122.35198974609375, 47.651512680662215, -122.35061645507812, 47.652437773749696",47.65198,-122.35130,24,29,2.813434,0.117226,0.000727,0.336601
021230030220031310,"-122.30255126953125, 47.616346999837226, -122.30117797851562, 47.61727271567976",47.61681,-122.30186,23,27,2.812030,0.122262,0.006388,0.393645
021230021333120033,"-122.38357543945312, 47.55799385903776, -122.3822021484375, 47.55892060749653",47.55846,-122.38289,30,35,2.811452,0.093715,0.001210,0.341993
021230030202120110,"-122.29156494140625, 47.67925834499531, -122.29019165039062, 47.680182946484145",47.67972,-122.29088,25,28,2.807595,0.112304,0.006353,0.245645
021230030220101212,"-122.28607177734375, 47.63023101663225, -122.28469848632812, 47.63115648664201",47.63069,-122.28539,25,33,2.805809,0.112232,0.001652,0.286814
021230030202210212,"-122.31903076171875, 47.659837928509596, -122.31765747070312, 47.660762874112834",47.66030,-122.31834,22,26,2.803680,0.127440,0.008571,0.321477
021230030221111320,"-122.1734619140625, 47.62930553023398, -122.17208862304688, 47.63023101663225",47.62977,-122.17278,21,22,2.803387,0.133495,0.011878,0.305972
021230021331111332,"-122.34649658203125, 47.62838002744714, -122.34512329101562, 47.62930553023398",47.62884,-122.34581,26,31,2.800243,0.107702,0.012437,0.312976
021230021313313210,"-122.35198974609375, 47.653362850449845, -122.35061645507812, 47.65428791076272",47.65383,-122.35130,25,29,2.800182,0.112007,0.027427,0.256673
021230030202213101,"-122.30392456054688, 47.65706299337808, -122.30255126953125, 47.657987988142274",47.65753,-122.30324,22,24,2.795063,0.127048,0.000232,0.291201
021230021333110333,"-122.35610961914062, 47.56911375866714, -122.354736328125, 47.570040310422456",47.56958,-122.35542,24,27,2.793947,0.116414,0.010478,0.545129
021230030202022000,"-122.34375, 47.67186094318795, -122.34237670898438, 47.6727856757654",47.67232,-122.34306,25,28,2.793786,0.111751,0.011346,0.314184
021230030221122121,"-122.20504760742188, 47.610792360606226, -122.20367431640625, 47.61171817478493",47.61126,-122.20436,24,29,2.789047,0.116210,0.020577,0.290755
021230030221322233,"-122.20779418945312, 47.576525713746214, -122.2064208984375, 47.577452134369686",47.57699,-122.20711,25,30,2.787866,0.111515,0.001939,0.274798
021230030230202000,"-122.16796875, 47.59782924118146, -122.16659545898438, 47.59875528481801",47.59829,-122.16728,25,30,2.785631,0.111425,0.011195,0.238859
021230030202213011,"-122.30667114257812, 47.65706299337808, -122.3052978515625, 47.657987988142274",47.65753,-122.30598,21,27,2.784117,0.132577,0.006895,0.305004
021230021313101202,"-122.376708984375, 47.689428060158555, -122.37533569335938, 47.6903524814057",47.68989,-122.37602,21,26,2.783049,0.132526,0.027078,0.265825
021230030220102111,"-122.29019165039062, 47.627454508271704, -122.288818359375, 47.62838002744714",47.62792,-122.28951,21,26,2.782798,0.132514,0.000053,0.338355
021230030202213222,"-122.310791015625, 47.65058757118734, -122.30941772460938, 47.651512680662215",47.65105,-122.31010,20,22,2.781522,0.139076,0.009143,0.334814
021230030222000330,"-122.33551025390625, 47.570040310422456, -122.33413696289062, 47.57096684578611",47.57050,-122.33482,24,28,2.781218,0.115884,0.001411,0.357501
021230030220221013,"-122.32864379882812, 47.589494110887394, -122.3272705078125, 47.59042030203754",47.58996,-122.32796,28,30,2.780937,0.099319,0.004209,0.262019
021230030221303213,"-122.19680786132812, 47.59319877714463, -122.1954345703125, 47.5941249027327",47.59366,-122.19612,28,35,2.778168,0.099220,0.004479,0.339040
